2, 0, 0.0, 10888.81, 740.0, 3133.19, 0.0, 50.0, 0.0, 0, 3873.19, 0.0, 0, 90.38562, 0.08, 0.06913319673237915, 0.01086680326762085, -1
2, 1, 0.0, 10907.718, 725.0, 2480.2822, 0.0, 50.0, 0.0, 0, 3205.2822, 0.0, 0, 87.69243680000001, 0.08, 0.06962337847913577, 0.01037662152086423, -1
2, 2, 0.0, 10895.518, 760.0, 1680.4824, 0.0, 50.0, 0.0, 0, 2440.4824, 0.0, 0, 84.8750376, 0.08, 0.07054480209173765, 0.009455197908262353, -1
2, 3, 0.0, 11004.473, 893.0, 1075.5272, 0.0, 50.0, 0.0, 0, 1968.5272, 0.0, 0, 84.8379468, 0.08, 0.07179054091991093, 0.008209459080089077, -1
2, 4, 0.0, 11114.518, 887.0, 1028.4825, 0.0, 50.0, 0.0, 0, 1915.4825, 0.0, 0, 85.232038, 0.08, 0.07178377113914373, 0.008216228860856267, -1
2, 5, 1.0, 11225.663, 972.0, 1009.3373, 0.0, 85.0, 0.0, 0, 1982.3373000000001, 0.0, 0, 89.0623272, 0.08, 0.07235156173173851, 0.00764843826826149, -1
2, 6, 5.0, 11337.919, 604.0, 1924.0807, 0.0, 85.0, 0.0, 0, 2533.0807, 0.0, 0, 89.03083680000002, 0.08, 0.06982825250071654, 0.010171747499283457, -1
2, 7, 47.0, 11451.298, 450.0, 3308.7015, 0.0, 85.0, 0.0, 0, 3805.7015, 0.0, 0, 97.65759400000002, 0.08, 0.06914849755572938, 0.01085150244427062, -1
2, 8, 122.0, 11565.811, 419.0, 3145.1885, 0.0, 90.0, 0.0, 0, 3686.1885, 0.0, 0, 105.45262, 0.08, 0.07117389470082128, 0.008826105299178724, -1
2, 9, 142.0, 11681.47, 367.0, 4326.5304, 0.0, 90.0, 0.0, 0, 4835.5304, 0.0, 0, 112.29594159999999, 0.08, 0.0704434992954778, 0.0095565007045222, -1
2, 10, 178.0, 11798.284, 320.0, 4600.0, 0.0, 120.0, 295.71571, 0, 5098.0, 295.71571, 0, 195.29435718, 0.08, 0.07253326164510167, 0.0074667383548983335, -1
2, 11, 182.0, 11916.267, 330.0, 4555.0, 341.73286, 125.0, 563.0, 0, 5067.0, 563.0, 0, 576.2567717400001, 0.08, 0.07526068708155222, 0.004739312918447786, -1
2, 12, 163.0, 12004.265, 323.0, 4290.0, 1175.7347, 130.0, 483.0, 0, 4776.0, 483.0, 0, 1311.3964323, 0.08, 0.07760756518929397, 0.002392434810706029, -1
2, 13, 185.0, 12124.308, 423.0, 4200.0, 1502.692, 155.0, 492.0, 0, 4808.0, 492.0, 0, 1616.342876, 0.08, 0.0795775507808406, 0.00042244921915940425, -1
2, 14, 187.0, 12070.718, 386.0, 4100.0, 2057.2817, 160.0, 481.0, 0, 4673.0, 481.0, 0, 2116.9243733000003, 0.08, 0.0813565097212221, -0.0013565097212221017, -1
2, 15, 191.0, 12156.155, 410.0, 4105.0, 2246.8449, 170.0, 473.0, 0, 4706.0, 473.0, 0, 2289.0179441000005, 0.08, 0.08199234639530174, -0.0019923463953017417, -1
2, 16, 1043.4065, 12034.594, 413.0, 3900.0, 2300.0, 155.0, 493.0, 0, 5356.4065, 493.0, 0, 2429.6182465, 0.08, 0.09924995911795075, -0.019249959117950743, -1
2, 17, 1289.7524, 11914.248, 423.0, 3900.0, 2300.0, 155.0, 734.0, 0, 5612.7524, 734.0, 0, 2517.07049, 0.08, 0.10469413826993629, -0.024694138269936286, -1
2, 18, 1513.8949, 11795.105, 328.0, 3700.0, 2300.0, 100.0, 923.0, 0, 5541.8949, 923.0, 0, 2583.4275945000004, 0.08, 0.10975578833010648, -0.029755788330106475, -1
2, 19, 1466.8459, 11677.154, 345.0, 3650.0, 2300.0, 100.0, 832.0, 0, 5461.8459, 832.0, 0, 2554.3227435000003, 0.08, 0.10906456972657208, -0.02906456972657208, -1
2, 20, 1155.6175, 11560.383, 352.0, 3650.0, 2300.0, 100.0, 834.0, 0, 5157.6175, 834.0, 0, 2521.5501355000006, 0.08, 0.10351664301824379, -0.023516643018243785, -1
2, 21, 979.22129, 11444.779, 378.0, 3600.0, 2300.0, 100.0, 854.0, 0, 4957.2212899999995, 854.0, 0, 2507.63290945, 0.08, 0.10055272753815629, -0.02055272753815629, -1
2, 22, 152.66908, 11330.331, 364.0, 3650.0, 2300.0, 100.0, 649.0, 0, 4166.66908, 649.0, 0, 2367.2862394000003, 0.08, 0.08299893968942089, -0.0029989396894208875, -1
2, 23, 0.0, 11217.028, 350.0, 3700.0, 1018.9724, 100.0, 493.0, 0, 4050.0, 493.0, 0, 1145.8920796, 0.08, 0.07434350613187984, 0.005656493868120158, -1
